"name","uid"
"Clavibacter","1573"
"Claviceps","5110"
"Clavicipitaceae","34397"
"Clavispora","36910"
"Clavulina","68756"
"Clitocybe","50966"
"Cloacibacillus","508459"
"Cloacibacterium","501783"
"Clohesyomyces","1231656"
"Clonostachys","110564"
"Clostridia","186801"
"Clostridiaceae","31979"
"Clostridiales","186802"
"Clostridioides","1870884"
"Clostridium","1485"
"Clydaea","642605"
"Clydonella","218657"
"Cnuella","1648511"
"Cnuibacter","1759331"
"Cobetia","204286"
"Coccidioides","5500"
"Coccinonectria","1634536"
"Cochliopodium","313557"
"Coelomomyces","143959"
"Coemansia","4863"
"Coenogonium","185319"
"Cognataquiflexum","3020066"
"Cognaticolwellia","2848171"
"Cognatiluteimonas","3382692"
"Cognatilysobacter","3382697"
"Cognatiyoonia","2211636"
"Cohaesibacter","655352"
"Cohaesibacteraceae","655351"
"Cohnella","329857"
"Cokeromyces","90254"
"Colacogloea","34419"
"Coleofasciculaceae","1892251"
"Coleofasciculus","669368"
"Coleophoma","453209"
"Coleps","6003"
"Colidextribacter","1980681"
"Collariella","1934365"
"Colletotrichum","5455"
"Collibacillus","3046397"
"Collimonas","202907"
"Collinsella","102106"
"Collybia","5624"
"Collybiopsis","2607957"
"Colobanthus","191456"
"Colpidium","5926"
"Colpoda","5979"
"Colpodida","88566"
"Colwellia","28228"
"Colwelliaceae","267889"
"Comamonadaceae","80864"
"Comamonas","283"
"Comatricha","400102"
"Commensalibacter","1079922"
"Companilactobacillus","2767879"
"Compostibacillus","1769738"
"Conexibacter","191494"
"Conexibacteraceae","320583"
"Conexivisphaera","2613912"
"Conexivisphaerales","2798275"
"Confluentibacter","1763531"
"Congregibacter","393661"
"Conidiobolus","34487"
"Coniella","172190"
"Conifer",NA
"Coniferiporia","2038740"
"Coniochaeta","79808"
"Coniophora","80635"
"Coniosporium","2810619"
"Coniothyrium","78388"
"Conocybe","71669"
"Conoideocrella","1105318"
"Consotaella","2036017"
"Conticribra","1577724"
"Conyzicola","1648520"
"Coprinellus","184430"
"Coprinopsis","184431"
"Coprinus","5345"
"Coprobacillaceae","2810280"
"Coprobacillus","100883"
"Coprobacter","1348911"
"Coprococcus","33042"
"Copromyxa","931553"
"Coprothermobacter","68335"
"Coprothermobacteraceae","2138247"
"Coprothermobacterota","2138240"
"Coprotinia","54675"
"Coraliihabitans","2939497"
"Coraliomargarita","442430"
"Corallococcus","83461"
"Coralloluteibacterium","2315876"
"Corallomycetella","1170405"
"Cordyceps","45234"
"Coremiostelium","2065411"
"Corethron","49242"
"Coriobacteriaceae","84107"
"Coriobacteriales","84999"
"Coriobacteriia","84998"
"Coriobacterium","33870"
"Coriolopsis","76125"
"Corniculantispora","3394460"
"Cornuspira","256039"
"Cornuvia","1334520"
"Coroa",NA
"Cortinarius","34451"
"Corymbiglomus","1398208"
"Corynascus","72985"
"Corynebacterium","1716"
"Corynespora","59585"
"Coscinodiscus","33641"
"Cosmospora","115234"
"Cotoneaster","36607"
"Cotonvirus","3044693"
"Couchioplanes","56433"
"Coxiella","776"
"Coxiellaceae","118968"
"Craigmillar",NA
"Crassisporium","1954472"
"Crassvirales","1978007"
"Crateriforma","2714592"
"Craterium","289931"
"Crenalkalicoccus","1820341"
"Crenarchaeota",NA
"Crenobacter","1654931"
"Crenothrix","200670"
"Crenotrichaceae","89377"
"Crepidotus","104351"
"Cressdnaviricota","2732416"
"Criblamydia","340070"
"Cribraria","300238"
"Crimson",NA
"Crinalium","241421"
"Crinipellis","34446"
"Cristinia","467943"
"Crithidia","5655"
"Crithionina","164069"
"Croceibacter","216431"
"Croceibacterium","2676755"
"Croceicoccus","1295327"
"Croceitalea","574891"
"Croceivirga","2039220"
"Crocinitomicaceae","1853230"
"Crocinitomix","246873"
"Crocosphaera","263510"
"Cronartium","27353"
"Cronbergia","2067418"
"Cronobacter","413496"
"Crossiella","130795"
"Crucibulum","68774"
"Cryobacterium","69578"
"Cryocola","205841"
"Cryoendolithus","3112694"
"Cryomorpha","246876"
"Cryomorphaceae","246874"
"Cryomyces","329878"
"Cryothecomonas","151025"
"Cryphonectria","5115"
"Cryptobia","62685"
"Cryptocaryon","153250"
"Cryptococcus","5206"
"Cryptodifflugia","1078833"
"Cryptosporangiaceae","622454"
"Cryptosporangium","65502"
"Cryptosporidium","5806"
"Cryptosporiopsis","108533"
"Cubamyces","2939270"
"Cucumibacter","1121251"
"Cucumis","3655"
"Cucumispora","1649875"
"Cucurbitaria","45141"
"Cudonia","33155"
"Cudoniella","315078"
"Cumminsiella","190622"
"Cumulibacter","2027529"
"Cunninghamella","4852"
"Cupriavidus","106589"
"Curtobacterium","2034"
"Curvibacter","281915"
"Curvularia","5502"
"Cuspidothrix","882045"
"Cutaneotrichosporon","1838142"
"Cutibacterium","1912216"
"Cyanobacteria","1117"
"Cyanobacteriota","1117"
"Cyanobacterium","102234"
"Cyanobium","167375"
"Cyanocohniella","1548290"
"Cyanomargarita","1982356"
"Cyanophage",NA
"Cyanophyceae","3028117"
"Cyanosarcina","431394"
"Cyanothece","43988"
"Cyathus","68776"
"Cyberlindnera","604195"
"Cyclidium","35099"
"Cyclobacteriaceae","563798"
"Cyclobacterium","68288"
"Cycloclasticus","34067"
"Cyclocybe","1593263"
"Cyclonatronum","2489367"
"Cyclospora","44417"
"Cyclotella","29203"
"Cylindrobasidium","139105"
"Cylindrocarpon","13474"
"Cylindrocladiella","137494"
"Cylindrodendrum","78412"
"Cylindrospermopsis","77021"
"Cylindrospermum","56106"
"Cylindrotheca","2852"
"Cyphellophora","226991"
"Cyphobasidiales","1882926"
"Cypionkella","2804673"
"Cyptotrama","71882"
"Cysteiniphilum","2056696"
"Cystobacter","42"
"Cystobacterineae","80811"
"Cystobasidiopsis","643909"
"Cystobasidium","203525"
"Cystoisospora","242060"
"Cytobacillus","2675230"
"Cytophaga","978"
"Cytophagaceae","89373"
"Cytophagales","768507"
"Cytophagia","768503"
"Cytospora","117544"
"Dacryopinax","139276"
"Dactylella","47025"
"Dactylellina","314122"
"Dactylococcopsis","13034"
"Dactylonectria","1620264"
"Dactylorhiza","59319"
"Dactylosporangium","35753"
"Daedalea","40436"
"Daedaleopsis","40432"
"Daeguia","457476"
"Daejeonella","2762385"
"Dahlia",NA
"Daldinia","42360"
"Dankookia","1940143"
"Darwin",NA
"Dasania","503005"
"Dasosvirus",NA
"Dawidia","2963349"
"Debaryomyces","4958"
"Dechloromonas","73029"
"Decorospora","184977"
"Deefgea","400947"
"Deferribacteraceae","191394"
"Deferribacterales","191393"
"Deferribacterota","200930"
"Deferrisomatales","2814222"
"Defluviicoccus","111830"
"Defluviimonas","205889"
"Defluviitaleaceae","1185407"
"Defluviitoga","1511648"
"Dehalobacter","56112"
"Dehalococcoidaceae","1202464"
"Dehalococcoidales","1202465"
"Dehalococcoides","61434"
"Dehalococcoidia","301297"
"Dehalogenimonas","670486"
"Deinobacterium","758601"
"Deinococcales","118964"
"Deinococcota","1297"
"Deinococcus","1298"
"Delftia","80865"
"Delisea","38530"
"Delitschia","100051"
"Delphinella","147559"
"Delta","998453"
"Deltaproteobacteria","28221"
"Demequina","577469"
"Demequinaceae","1042322"
"Demetria","63958"
"Deminuibacter","2680022"
"Dendrographa","40109"
"Dendronalium","2840442"
"Dendrothele","139111"
"Dendryphion","84616"
"Denitratisoma","311181"
"Denitrobacterium","79603"
"Denitrobaculum","2752546"
"Denitromonas","139331"
"Dentipellis","154746"
"Dentiscutata","756610"
"Dermabacter","36739"
"Dermabacteraceae","85020"
"Dermacoccus","57495"
"Dermamoeba","242548"
"Dermatobacter","3075137"
"Dermatocarpon","146293"
"Dermatophilaceae","85018"
"Dermatophilus","1862"
"Derxia","203697"
"Desarmillaria","1929757"
"Desertibacillus","2039709"
"Desertifilum","1185872"
"Desertihabitans","2676837"
"Desertimonas","2448024"
"Desertivirga","3153690"
"Desmonostoc","1340414"
"Desmospora","500614"
"Despoena",NA
"Desulfacinum","35836"
"Desulfamplus","1246635"
"Desulfarculaceae","453228"
"Desulfarculus","453229"
"Desulfatibacillum","218207"
"Desulfatiglandales","3024414"
"Desulfatiglans","1549126"
"Desulfatirhabdiaceae","3031625"
"Desulfatitalea","1303912"
"Desulfitibacter","293136"
"Desulfitobacteriaceae","2937909"
"Desulfitobacterium","36853"
"Desulfobacca","60892"
"Desulfobaccales","3031655"
"Desulfobacter","2289"
"Desulfobacteraceae","213119"
"Desulfobacterales","213118"
"Desulfobacteria","3024418"
"Desulfobacterium","2295"
"Desulfobacula","28222"
"Desulfobulbaceae","213121"
"Desulfobulbales","3024411"
"Desulfobulbus","893"
"Desulfocapsa","53318"
"Desulfocapsaceae","2886822"
"Desulfocarbo","1535192"
"Desulfococcaceae","2931039"
"Desulfococcus","896"
"Desulfocucumis","2026179"
"Desulfocurvibacter","2582840"
"Desulfofarcimen","2282742"
"Desulfoferula","3093638"
"Desulfofundulus","2282741"
"Desulfofustis","51194"
"Desulfogranum","2904609"
"Desulfohalobiaceae","213117"
"Desulfohalobium","45662"
"Desulfolithobacter","3003266"
"Desulfoluna","497721"
"Desulfomarina","2894767"
"Desulfomicrobiaceae","213116"
"Desulfomicrobium","898"
"Desulfomonilaceae","3031658"
"Desulfomonile","2357"
"Desulfomonilia","3031650"
"Desulfonatronospira","488937"
"Desulfonatronum","66848"
"Desulfonauticus","206664"
"Desulfonema","45654"
"Desulfopila","429014"
"Desulfoplanes","1634037"
"Desulfoprunum","1654934"
"Desulforadius","2916692"
"Desulforamulus","2916693"
"Desulforapulum","2904687"
"Desulforhabdus","39840"
"Desulforhopalus","40413"
"Desulforudis","471826"
"Desulfosalsimonadaceae","2904714"
"Desulfosarcina","2299"
"Desulfoscipio","2867376"
"Desulfosporosinus","79206"
"Desulfosudis","2904716"
"Desulfotalea","109168"
"Desulfotignum","115780"
"Desulfotomaculum","1562"
"Desulfotruncus","2867377"
"Desulfovibrio","872"
"Desulfovibrionaceae","194924"
"Desulfovirgula","418453"
"Desulfovulcanus","2956790"
"Desulfurella","33001"
"Desulfurellaceae","117942"
"Desulfurellales","213113"
"Desulfurispirillum","393029"
"Desulfurivibrio","427922"
"Desulfurivibrionaceae","3024422"
"Desulfurobacteriaceae","558314"
"Desulfurobacterium","64159"
"Desulfurococcus","2273"
"Desulfuromonadaceae","213421"
"Desulfuromonadales","69541"
"Desulfuromonas","890"
"Desulfuromusa","37817"
"Dethiobacter","427925"
"Dethiosulfovibrio","47054"
"Detonula","83370"
"Devosia","46913"
"Devosiaceae","2831106"
"Devriesea","472568"
"Dexiotricha","638334"
"Diachea","289933"
"Diacronema","70451"
"Dialister","39948"
"Diaminobutyricibacter","110932"
"Diaphorobacter","238749"
"Diaporthe","36922"
"Dibaeis","83477"
"Dichelobacter","869"
"Dichotomocladium","64643"
"Dichotomopilus","1934375"
"Dicistroviridae","232795"
"Dickeya","204037"
"Dictydiaethalium","1334542"
"Dictyobacter","2024965"
"Dictyocoela","279531"
"Dictyoglomaceae","203488"
"Dictyoglomus","13"
"Dictyostelium","5782"
"Dictyuchus","74559"
"Diderma","289935"
"Didymella","55170"
"Didymium","5792"
"Didymosphaeria","85947"
"Dientamoeba","43351"
"Dietelia","203927"
"Dietzia","37914"
"Difflugia","1165355"
"Dimargaris","78924"
"Dimastigella","35225"
"Dinenympha","66289"
"Dinghuibacter","1795363"
"Dinochytrium","3065265"
"Dinoroseobacter","309512"
"Dioszegia","165440"
"Diplocarpon","446948"
"Diplodia","66735"
"Diplogelasinospora","303324"
"Diplonema","91373"
"Diploschistes","71602"
"Dipluran",NA
"Dipsacomyces","4865"
"Discoplastis","392845"
"Discula","124132"
"Dishui",NA
"Dispira","78922"
"Dissophora","101100"
"Dissulfuribacter","1433998"
"Dissulfurispira","2811506"
"Dissulfurispiraceae","2811505"
"Distigma","83913"
"Ditton",NA
"Ditylum","49248"
"Diuris","78752"
"Diutina","1910789"
"Diversispora","308926"
"Dokdonella","323413"
"Dokdonia","326319"
"Dolabra","707009"
"Dolichospermum","748770"
"Domibacillus","1433999"
"Dominikia","1548385"
"Donellivirus","2843376"
"Donghicola","393277"
"Dongia","1146845"
"Dongiaceae","3031144"
"Dorea","189330"
"Dothideomycetes","147541"
"Dothideomycetidae","451867"
"Dothidotthia","548651"
"Dothiorella","276832"
"Dothistroma","242508"
"Downy",NA
"Draconibacterium","1471399"
"Dracophyllum","13499"
"Drechmeria","98402"
"Drechslerella","314126"
"Drepanomonas","638337"
"Drepanopeziza","2081418"
"Dromedary","9838"
"Drouetiella","2303513"
"Dryadomyces","308908"
"Dryocola","3021684"
"Duffyella","3026546"
"Duganella","75654"
"Dumontinia","54677"
"Duncaniella","2518495"
"Duodenibacillus","1980697"
"Durinskia","400754"
"Durnavirales","2732549"
"Dyadobacter","120831"
"Dyella","231454"
"Dysgonamonadaceae","2005520"
"Dysgonomonas","156973"
"Dysosmobacter","2591381"
"EBPR",NA
"EDTA-degrading",NA
"Earliella","239199"
"Echinicola","390846"
"Echinostelium","300233"
"Echria","1538025"
"Ectenagena","62880"
"Ectobacillus","2837502"
"Ectodidymella","2763246"
"Ectophoma","2078543"
"Ectopseudomonas","3236654"
"Ectothiorhodosinus","233099"
"Ectothiorhodospira","1051"
"Ectothiorhodospiraceae","72276"
"Edafosvirus",NA
"Edaphobacter","388463"
"Edaphocola","2601681"
"Edhazardia","70535"
"Edwardsiella","635"
"Eel",NA
"Effusibacillus","1502725"
"Eggerthella","84111"
"Eggerthellaceae","1643826"
"Eggerthellales","1643822"
"Eggerthia","1279384"
"Egibacteraceae","1747769"
"Egicoccus","1755825"
"Ehrlichia","943"
"Eikenella","538"
"Eimeria","5800"
"Ekhidna","447678"
"Elainella","2108438"
"Elaphomyces","36046"
"Elasticomyces","701935"
"Eleftheria","1597779"
"Elioraea","457933"
"Elizabethkingia","308865"
"Ellagibacter","2137577"
"Ellisomyces","101133"
"Elongisporangium","1448050"
"Elphidium","29187"
"Elsinoe","40996"
"Elstera","1091044"
"Elusimicrobia","641853"
"Elusimicrobiales","641854"
"Elusimicrobiota","74152"
"Embleya","2699295"
"Emcibacter","1602338"
"Emcibacteraceae","2066491"
"Emergencia","1926556"
"Emericellopsis","45244"
"Emiliania","2902"
"Emmonsia","229219"
"Emmonsiellopsis","1745319"
"Empedobacter","59734"
"Emticicia","312278"
"Encephalitozoon","6033"
"Endobacter","1649268"
"Endobacterium","2822655"
"Endocarpon","364710"
"Endoconidiophora","1580844"
"Endocronartium","199307"
"Endogone","4871"
"Endomelanconiopsis","573238"
"Endomicrobiales","1783344"
"Endomicrobiia","447830"
"Endomicrobium","1408194"
"Endornavirus-like",NA
"Endothia","73124"
"Endotrypanum","5703"
"Endozoicomonas","305899"
"Enemella","2896773"
"Enhydrobacter","212791"
"Enhygromyxa","215802"
"Enontekio",NA
"Ensifer","106591"
"Entamoeba","5758"
"Enteractinococcus","1164863"
"Enterobacter","547"
"Enterobacterales","91347"
"Enterobacteria","543"
"Enterobacteriaceae","543"
"Enterocloster","2719313"
"Enterococcus","1350"
"Enterocytozoon","27971"
"Enteropsectra","1912988"
"Enterorhabdus","580024"
"Enterovibrio","188143"
"Enterovirga","2026349"
"Entodinium","40635"
"Entoleuca","97379"
"Entoloma","71937"
"Entomomyces",NA
"Entomoneis","186042"
"Entomophaga","39186"
"Entomophthora","34484"
"Entomoplasmatales","186328"
"Entomortierella","2779859"
"Entophlyctis","64501"
"Entorhipidium","274054"
"Entosiphon","101492"
"Entrophospora","27375"
"Eoetvoesiella","1477505"
"Ephelis","116608"
"Ephemeroptericola","2680021"
"Epibacterium","1649279"
"Epichloe","5112"
"Epicoccum","104397"
"Epidermidibacterium","2078948"
"Epidermophyton","34390"
"Epilithonimonas","2782229"
"Epistylis","155142"
"Epithele","378193"
"Epulopiscium","2383"
"Ereboglobus","2028344"
"Eremomyces","258075"
"Eremothecium","33170"
"Ergobibamus","926445"
"Erigeron","41574"
"Eriocheir","95601"
"Erwinia","551"
"Erwiniaceae","1903409"
"Erysipelothrix","1647"
"Erysipelotrichaceae","128827"
"Erysipelotrichales","526525"
"Erysiphales","5120"
"Erysiphe","5121"
"Erythrobacter","1041"
"Erythrobacteraceae","335929"
"Erythrobasidium","5413"
"Eschaneustyla","270668"
"Escherichia","561"
"Escovopsis","150372"
"Eshraghiella","3342669"
"Esteya","522481"
"Estrella","483422"
"Ethanoligenens","253238"
"Eubacteriaceae","186806"
"Eubacteriales","186802"
"Eubacterium","1730"
"Eudiplodinium","47891"
"Eudoraea","446680"
"Eufolliculina","46025"
"Euglena","3038"
"Euglypha",NA
"Euplotes","5935"
"Eupransor","3161151"
"Eurotiomycetes","147545"
"Euryarchaeota","28890"
"Eurychasma","159316"
"Euryhalocaulis","1712422"
"Eutreptia","96907"
"Eutreptiella","73024"
"Eutypa","97095"
"Euzebya","908623"
"Euzebyaceae","908622"
"Euzebyales","908621"
"Euzebyella","1287916"
"Evansella","2837485"
"Evansstolkia","2765340"
"Evernia","87256"
"Ewingella","41201"
"Excellospora","1988"
"Exidia","5218"
"Exiguobacterium","33986"
"Exilibacterium","2752545"
"Exilispira","568400"
"Exobasidium","5406"
"Exophiala","5583"
"Exserohilum","91493"
"Extremus","1670431"
"Facklamia","66831"
"Fadolivirus","2763561"
"Faecalibacillus","2678885"
"Faecalibacterium","216851"
"Faecalibaculum","1729679"
"Faecalicatena","2005359"
"Faecalitalea","1573534"
"False",NA
"Falsibacillus","1270155"
"Falsihalocynthiibacter","2854182"
"Falsirhodobacter","1434002"
"Falsiroseomonas","2870713"
"Falsochrobactrum","1649292"
"Fannyhessea","2767327"
"Fastidiosipila","236752"
"Faunimonas","3020858"
"Faunusvirus","2732961"
"Felipes","1542749"
"Fennellomyces","101135"
"Fermentimonas","1784836"
"Ferranicluibacter","3045370"
"Ferribacterium","88875"
"Ferrigenium","2249462"
"Ferrimicrobium","121038"
"Ferrimonas","44011"
"Ferriphaselus","1443590"
"Ferroacidibacillus","3025863"
"Ferrovaceae","1442156"
"Ferrovibrio","1231242"
"Ferrovum","416212"
"Ferruginibacter","1004303"
"Fertoeibacter","2820419"
"Fervidicella","1403538"
"Ferviditalea","3276290"
"Fervidobacterium","2422"
"Fibrella","861914"
"Fibrisoma","861913"
"Fibrivirga","2950415"
"Fibrobacter","832"
"Fibrobacteraceae","204431"
"Fibrobacterales","218872"
"Fibrobacteria","204430"
"Fibrobacterota","65842"
"Fibroporia","599838"
"Fictibacillus","1329200"
"Fidelibacterota","62680"
"Filamoeba","136451"
"Filimonas","649460"
"Filobasidium","5209"
"Filomicrobium","119044"
"Fimbriiglobus","1914234"
"Fimbriimonadaceae","1663426"
"Fimbriimonadales","1663425"
"Fimbriimonadia","1663419"
"Fimbriimonas","1005038"
"Fimicolochytrium","1396492"
"Finegoldia","150022"
"Firmicutes","1783272"
"Fischerella","1190"
"Fischerula","44611"
"Fistulifera","880756"
"Fistulina","40456"
"Flabellula","569950"
"Flagellatimonas","2893022"
"Flagellimonas","444459"
"Flagelloscypha","269154"
"Flammeovirga","59739"
"Flammeovirgaceae","200667"
"Flammula","180962"
"Flammulina","38944"
"Flaviaesturariibacter","1789690"
"Flaviflexus","1522056"
"Flavihumibacter","1004301"
"Flavilitoribacter","2762562"
"Flavimarina","1606872"
"Flavimobilis","2756312"
"Flavipsychrobacter","2307285"
"Flavisolibacter","398041"
"Flavitalea","1210116"
"Flavivirga","1209327"
"Flavobacteria","117743"
"Flavobacteriaceae","49546"
"Flavobacteriales","200644"
"Flavobacteriia","117743"
"Flavobacterium","237"
"Flavonifractor","946234"
"Flavoplaca","1301328"
"Flectobacillus","101"
"Flexibacter","992"
"Flexilinea","1769713"
"Flexispira","2353"
"Flexistipes","2351"
"Flexithrix","70992"
"Flexivirga","1096776"
"Flintibacter","1918454"
"Floropilus","2609797"
"Flumine",NA
"Fluoribacter","461"
"Fluviibacter","2808942"
"Fluviicoccus","1742986"
"Fluviicola","332102"
"Fluviispira","2698753"
"Fodinibius","1397106"
"Fodinicola","435913"
"Fodinicurvata","1121829"
"Fodinisporobacter","3156481"
"Foetidibacter","2819870"
"Fomes","40441"
"Fomitiporia","167346"
"Fomitopsis","34474"
"Fonsecaea","40354"
"Fontimonas","1434005"
"Fontisphaera","3050007"
"Formivibrio","83764"
"Formosa","225842"
"Formosimonas","1911581"
"Fortiea","1049006"
"Fowlpox",NA
"Fragilaria","33644"
"Fragilariopsis","186035"
"Francisella","262"
"Francisellaceae","34064"
"Franconibacter","1649295"
"Frangipani","62097"
"Frankia","1854"
"Frankiaceae","74712"
"Frankiales","85013"
"Frankineae","85013"
"Frankliniella","45059"
"Frateuria","70411"
"Fredinandcohnia","2837501"
"Fremyella","188910"
"Freshwater",NA
"Friedmanniella","53387"
"Friedmanniomyces","329881"
"Frigidibacter","1775705"
"Frigoribacterium","96492"
"Frigoriglobus","2774146"
"Frischella","1335631"
"Frondihabitans","447237"
"Fructobacillus","559173"
"Fuerstiella","1936111"
"Fuligo","159719"
"Fulvia","2897311"
"Fulvimarina","217510"
"Fulvimonas","155196"
"Fulvitalea","1434007"
"Fulvivirga","396811"
"Fundicoccus","2761542"
"Fundidesulfovibrio","2905136"
"Fungal",NA
"Funneliformis","1117308"
"Furculomyces","61423"
"Fusarium","5506"
"Fuscibacter","2893205"
"Fuscopostia","2697083"
"Fuscovulum","2818469"
"Fushun",NA
"Fusibacter","76008"
"Fusicatenibacter","1407607"
"Fusicolla","1053100"
"Fusobacteriaceae","203492"
"Fusobacteriota","32066"
"Fusobacterium","848"
"Gaeavirus",NA
"Gaertneriomyces","109896"
"Gaetbulibacter","311207"
"Gaeumannomyces","29849"
"Gaiella","1154586"
"Gaiellaceae","1154585"
"Gaiellales","1154584"
"Galactobacter","2676121"
"Galbibacter","379068"
"Galbitalea","1484107"
"Galerina","109632"
"Galiella","61506"
"Gallaecimonas","745410"
"Gallibacterium","155493"
"Gallicola","162290"
"Gallionella","96"
"Gallionellaceae","90627"
"Gallionellales","32003"
"Gamarada","2175163"
"Gammaproteobacteria","1236"
"Gamsiella","2779868"
"Gamszarea","2833591"
"Gandjariella","2662170"
"Ganoderma","5314"
"Gardnerella","2701"
"Garicola","1774136"
"Gastrocirrhus","152456"
"Gastrostyla","99925"
"Gautieria","80643"
"Geastrum","68764"
"Geitlerinema","63132"
"Gelasinospora","29880"
"Gelatoporia","98757"
"Gelidibacter","49279"
"Gellertiella","2040486"
"Gelria","189326"
"Gemella","1378"
"Gemelliphila","3076174"
"Geminibasidium","1339697"
"Geminicoccaceae","2066434"
"Geminicoccus","489140"
"Geminocystis","669357"
"Gemmata","113"
"Gemmataceae","1914233"
"Gemmatales","2691355"
"Gemmatimonadaceae","219687"
"Gemmatimonadales","219686"
"Gemmatimonadota","142182"
"Gemmatimonas","173479"
"Gemmatirosa","1706036"
"Gemmiger","204475"
"Gemmobacter","204456"
"Geoalkalibacter","392332"
"Geoanaerobacter","2883485"
"Geobacillus","129337"
"Geobacter","28231"
"Geobacteraceae","213422"
"Geobacterales","3031668"
"Geodermatophilaceae","85030"
"Geodermatophilales","1643682"
"Geodermatophilus","1860"
"Geofilum","1236988"
"Geoglobus","190818"
"Geoglossum","90402"
"Geomicrobium","767528"
"Geomobilimonas","2883486"
"Geomonas","2651583"
"Geomorium","2508940"
"Geomyces","610258"
"Geopseudomonas","3236655"
"Geopsychrobacter","271087"
"Geopsychrobacteraceae","3031659"
"Geopyxis","49968"
"Georgenia","154116"
"Georgfuchsia","690621"
"Georhizobium","2661800"
"Geosiphon","50955"
"Geosmithia","241409"
"Geosporobacter","390805"
"Geotalea","2910589"
"Geothermobacter","213223"
"Geothermobacteraceae","3031664"
"Geothrix","44675"
"Geotrichum","43987"
"Gephyrocapsa","38816"
"Geranomyces","1126249"
"Ghiorsea","2045304"
"Giardia",NA
"Gibbsiella","929812"
"Gibellulopsis","398412"
"Giesbergeria","352449"
"Gigaspora","4873"
"Gilbertella","101095"
"Gilliamella","1193503"
"Gillisia","244698"
"Gilvibacter","379070"
"Gilvimarinus","940550"
"Gimesia","1649453"
"Gimibacter","3058346"
"Ginsengibacter","2806031"
"Glaciecola","89404"
"Glacieibacterium","2860235"
"Glaciibacter","501022"
"Glaciihabitans","1649454"
"Glaciimonas","1229970"
"Glaciozyma","1074866"
"Glaeseria","242546"
"Glaesserella","2094023"
"Glarea","101851"
"Glaucoma","5882"
"Gleimia","2692113"
"Gliocladium","62887"
"Gliomastix","409227"
"Globicatella","13075"
"Globisporangium","1448052"
"Globobulimina","212512"
"Globomyces","1395674"
"Gloeobacter","33071"
"Gloeobacterales","307595"
"Gloeocantharellus","104218"
"Gloeocapsa","102231"
"Gloeomargarita","1188227"
"Gloeomargaritaceae","1955043"
"Gloeopeniophorella","205760"
"Gloeophyllum","40443"
"Gloeothece","28070"
"Gloeotrichia","92939"
"Glomeribacter","224135"
"Glomus","4875"
"Glonium","531859"
"Gluconacetobacter","89583"
"Gluconobacter","441"
"Glugea","36736"
"Glutamicibacter","1742989"
"Glutinoglossum","1390972"
"Glycocaulis","1433402"
"Glycomyces","58113"
"Gnomoniopsis","494028"
"Goffeauzyma","1851503"
"Gokushovirinae","686565"
"Goldenrod",NA
"Goleter","1886696"
"Golovinomyces","184027"
"Golubevia","1904613"
"Gomphillus","248111"
"Gomphosphaeria","1521557"
"Gonapodya","109944"
"Gongronella","101104"
"Gonostomum","152444"
"Goodfellowiella","334857"
"Gordonia","2053"
"Gordonibacter","644652"
"Gordoniibacillus","3151590"
"Gorgonomyces","1395788"
"Gorillibacterium","1689250"
"Gottfriedia","2837503"
"Gottschalkia","1505664"
"Gottschalkiaceae","2042895"
"Govania","3031928"
"Gracilibacillus","74385"
"Gracilibacter","342658"
"Gracilimonas","649462"
"Gracilinema","2951106"
"Gramella","292691"
"Granulibacter","364409"
"Granulicatella","117563"
"Granulicella","940557"
"Granulicoccus","448176"
"Granulosicoccus","437504"
"Grapevine",NA
"Grapevine-associated",NA
"Graphium","1503932"
"Great",NA
"Gregarina","35089"
"Gremmeniella","52285"
"Grifola","5626"
"Grimontia","246861"
"Gromia","35216"
"Grosmannia","360145"
"Gruberia","37351"
"Gryganskiella","2779860"
"Gryllotalpicola","1195526"
"Guangdong",NA
"Guangxi",NA
"Guiyang",NA
"Gulbenkiania","397456"
"Gulosibacter","256818"
"Guyparkeria","2035712"
"Gyalolechia","1300028"
"Gymnochlora","67808"
"Gymnophrys","188963"
"Gymnopilus","86085"
"Gymnopus","93827"
"Gynuella","1445504"
"Gyrodon","80645"
"Gyromitra","33160"
"Gyroporus","80647"
"Hadaka","2741455"
"Haematobacter","366614"
"Haematospirillum","1804663"
"Haemocystidium","1720971"
"Haemophilus","724"
"Haemoproteus","77521"
"Hafnia","568"
"Hafniaceae","1903412"
"Hagiwaraea","2058952"
"Hahella","158481"
"Hahellaceae","224379"
"Hainan",NA
"Haladaptatus","367188"
"Halalkaliarchaeum","2678343"
"Halalkalibacter","2893056"
"Halalkalibacterium","2939604"
"Halalkalibaculum","2939604"
"Halalkalicoccus","332246"
"Halamphora","1242273"
"Halanaerobiaceae","972"
"Halanaerobiales","53433"
"Halanaerobium","2330"
"Halenospora","1432242"
"Haliangiales","3031714"
"Haliangium","162027"
"Haliea","475794"
"Halieaceae","1706372"
"Halioglobus","1217416"
"Haliovirga","3072462"
"Haliphthoros","135472"
"Haliscomenobacter","2349"
"Hallella","52228"
"Hallsjon",NA
"Haloactinopolyspora","1217101"
"Haloarcula","2237"
"Halobacillus","45667"
"Halobacteria","183963"
"Halobacteriales","2235"
"Halobacteriovoraceae","1652132"
"Halobacteriovorax","1652133"
"Halobacterium","2239"
"Halobacteroides","42417"
"Halobiforma","203193"
"Halocalculus","1779002"
"Halocella","46466"
"Halochromatium","85074"
